Week,Keyword status,Keyword,Campaign,Ad group,Currency code,Status,Policy details,Final URL,Mobile final URL,Impr.,CTR,Cost,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
12/23/19,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,17,0.1176,7.81,2,0,0,3.91,0
12/30/19,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,30,0,0,0,0,0,0,0
1/6/20,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,45,0.0667,8.56,3,0,0,2.85,0
1/13/20,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,44,0.0227,1.44,1,0,0,1.44,0
11/4/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/30/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
10/28/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/13/20,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
10/28/19,Enabled,[cuenta joven santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled,[cuenta joven santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[cuenta joven santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,2,0.5,1.6,1,0,0,1.6,0
12/30/19,Enabled,[cuenta joven santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta joven santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,4,0,0,0,0,0,0,0
11/4/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,109,0.2844,37.51,31,0.5484,17,1.21,2.21
12/23/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,177,0.4237,61.88,75,0.3467,26,0.83,2.38
12/30/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,156,0.4295,48.25,67,0.5373,36,0.72,1.34
1/13/20,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,356,0.4579,192.32,163,0.4663,76,1.18,2.53
11/4/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,9,0.2222,3.52,2,0,0,1.76,0
11/4/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta +bancaria +digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,5,0,0,0,0,0,0,0
12/9/19,Enabled, +cuenta +bancaria +digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,34,0.1765,84.03,6,0,0,14.01,0
12/16/19,Enabled, +cuenta +bancaria +digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,19,0.1053,17.89,2,3,6,8.95,2.98
12/23/19,Enabled, +cuenta +bancaria +digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,20,0.1,3.41,2,0,0,1.71,0
1/13/20,Enabled, +cuenta +bancaria +digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,20,0.2,6.78,4,0,0,1.7,0
10/28/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,66,0.303,208.47,20,1.75,35,10.42,5.96
12/16/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,110,0.3636,68.82,40,0.4,16,1.72,4.3
12/23/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,81,0.3457,36.6,28,0.1071,3,1.31,12.2
12/30/19,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,73,0.3425,22.51,25,0.2,5,0.9,4.5
1/6/20,Enabled, +cuenta +digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,156,0.3077,64.01,48,0.2292,11,1.33,5.82
11/11/19,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/16/19,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
1/13/20,Enabled,[cuenta bancaria joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
10/28/19,Enabled,[primera cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[primera cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/2/19,Enabled,[primera cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,2,0,0,0,0,0,0,0
12/9/19,Enabled,[primera cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,3,0,0,0,0,0,0,0
1/13/20,Enabled,[primera cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
11/11/19,Enabled,cuenta super digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,cuenta super digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled,cuenta super digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,239,0.3305,112.9,79,0.2025,16,1.43,7.06
1/6/20,Enabled,cuenta super digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,345,0.4058,146.13,140,0.4643,65,1.04,2.25
1/13/20,Enabled,cuenta super digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,316,0.4399,136.64,139,0.4029,56,0.98,2.44
12/2/19,Enabled, +cuenta bancaria joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,524,0.0802,770.16,42,0,0,18.34,0
12/16/19,Enabled, +cuenta bancaria joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,121,0.0661,41.18,8,0.25,2,5.15,20.59
12/23/19,Enabled, +cuenta bancaria joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,77,0.1299,47.93,10,0,0,4.79,0
12/30/19,Enabled, +cuenta bancaria joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,71,0.1268,27.72,9,0,0,3.08,0
1/13/20,Enabled, +cuenta bancaria joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,73,0.0685,19.92,5,0,0,3.98,0
10/28/19,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,299,0.3712,96.2,111,0.7928,88,0.87,1.09
1/13/20,Enabled,super cuenta digital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,326,0.4479,141.59,146,0.5685,83,0.97,1.71
11/11/19,Enabled, +cuenta +digital banco santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta +digital banco santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled, +cuenta +digital banco santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/13/20,Enabled, +cuenta +digital banco santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,22,0.2273,5.63,5,0,0,1.13,0
10/28/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,11,0.2727,18.62,3,0,0,6.21,0
1/6/20,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,15,0.3333,8.1,5,0.4,2,1.62,4.05
1/13/20,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,7,0.2857,1.14,2,1,2,0.57,0.57
11/11/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,33897,0.1466,40189.93,4968,0.0274,136,8.09,295.51
12/16/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,61727,0.178,42432.05,10987,0.0317,348,3.86,121.93
12/23/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,38984,0.1851,20883.68,7216,0.0202,146,2.89,143.04
12/30/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,37295,0.1996,17750.46,7443,0.0309,230,2.38,77.18
1/6/20,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,60206,0.2021,28572.66,12170,0.0309,376,2.35,75.99
1/13/20,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,58927,0.1972,29213.3,11621,0.0369,429,2.51,68.1
11/25/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,5,0.6,8.4,3,0,0,2.8,0
12/9/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,10,0,0,0,0,0,0,0
12/16/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,9,0.1111,0.36,1,0,0,0.36,0
12/23/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,13,0.3846,4.69,5,0,0,0.94,0
12/30/19,Enabled, +cuenta superdigital +santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,12,0.25,3.46,3,0.6667,2,1.15,1.73
10/28/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled,cuenta santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/30/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,14,0.0714,9.57,1,0,0,9.57,0
12/2/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,15,0.1333,78.44,2,0,0,39.22,0
12/9/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,11,0.0909,11.2,1,0,0,11.2,0
12/16/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,7,0,0,0,0,0,0,0
12/23/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,14,0,0,0,0,0,0,0
12/30/19,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,8,0,0,0,0,0,0,0
1/13/20,Enabled,[como tener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,10,0.1,3.85,1,0,0,3.85,0
11/11/19,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,13,0.5385,43.21,7,0,0,6.17,0
12/9/19,Enabled,[como sacar cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,34,0.2647,250.89,9,0.2222,2,27.88,125.45
10/28/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/13/20,Enabled, +cuenta bancaria +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/30/19,Enabled, +cuenta +juvenil santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
